item_name	data_key	data_value	data_type	data_group
OP5	UP4	0.6946148541519973	float	ANI_alignment_coverage
OP5	UP3	0.5221919767859685	float	ANI_alignment_coverage
OP5	TP2	0.23003760851310293	float	ANI_alignment_coverage
OP5	TP10	0.23116257086100542	float	ANI_alignment_coverage
OP5	XP3	0.2338238840693128	float	ANI_alignment_coverage
OP5	RP3	0.5143726894203176	float	ANI_alignment_coverage
OP5	OP2	0.6269565773250594	float	ANI_alignment_coverage
OP5	NP5	0.7037191555469894	float	ANI_alignment_coverage
OP5	XP8	0.2289814126970137	float	ANI_alignment_coverage
OP5	OP6	0.7810761768520231	float	ANI_alignment_coverage
OP5	TP6	0.2324357202422519	float	ANI_alignment_coverage
OP5	TP4	0.22735668231508824	float	ANI_alignment_coverage
OP5	TP7	0.22637385360864481	float	ANI_alignment_coverage
OP5	XP10	0.22833176267991892	float	ANI_alignment_coverage
XP6	XP2	0.9932525139688746	float	ANI_alignment_coverage
XP6	SP7	0.27701404994153894	float	ANI_alignment_coverage
XP6	NP8	0.31648652181272885	float	ANI_alignment_coverage
XP6	TP5	0.8442057115430079	float	ANI_alignment_coverage
XP6	TP16	0.845575636197152	float	ANI_alignment_coverage
XP6	TP15	0.8454674278628961	float	ANI_alignment_coverage
XP6	XP5	0.9922029288389138	float	ANI_alignment_coverage
XP6	SP6	0.31968170322060857	float	ANI_alignment_coverage
XP6	SP1	0.3191235196349915	float	ANI_alignment_coverage
XP6	UP1	0.2871245652917661	float	ANI_alignment_coverage
XP6	OP4	0.3264938285537153	float	ANI_alignment_coverage
XP6	TP1	0.8447760373179475	float	ANI_alignment_coverage
XP6	NP2	0.3146569795804088	float	ANI_alignment_coverage
XP6	OP7	0.33071609632898763	float	ANI_alignment_coverage
XP6	XP11	0.9891877375315786	float	ANI_alignment_coverage
XP6	TP12	0.84431499124691	float	ANI_alignment_coverage
XP6	TP9	0.8451392316279748	float	ANI_alignment_coverage
XP6	TP14	0.8450028105597049	float	ANI_alignment_coverage
XP6	NP1	0.3156544247209261	float	ANI_alignment_coverage
XP6	XP1	0.9914943963796277	float	ANI_alignment_coverage
XP6	NP4	0.31580798770353347	float	ANI_alignment_coverage
XP6	OP8	0.32598599934146477	float	ANI_alignment_coverage
XP6	TP18	0.8448999590736795	float	ANI_alignment_coverage
XP6	UP2	0.28775667338296396	float	ANI_alignment_coverage
XP6	SP2	0.27728189235306344	float	ANI_alignment_coverage
XP6	TP8	0.8449985250811205	float	ANI_alignment_coverage
XP6	SP3	0.27657014578483896	float	ANI_alignment_coverage
XP6	TP17	0.839944874460476	float	ANI_alignment_coverage
XP6	OP1	0.32943580960190044	float	ANI_alignment_coverage
XP6	SP8	0.30100023070159715	float	ANI_alignment_coverage
XP6	OP3	0.33171389859272027	float	ANI_alignment_coverage
XP6	OP5	0.3315392653404063	float	ANI_alignment_coverage
XP6	XP6	1.0	float	ANI_alignment_coverage
XP6	TP13	0.8425754440648622	float	ANI_alignment_coverage
XP6	TP11	0.8465870091430686	float	ANI_alignment_coverage
XP6	XP4	0.991829377955641	float	ANI_alignment_coverage
XP6	XP12	0.9921618596691467	float	ANI_alignment_coverage
XP6	VM	0.0022959451515880912	float	ANI_alignment_coverage
XP6	RP1	0.2815859413446546	float	ANI_alignment_coverage
XP6	SP5	0.3187646108035487	float	ANI_alignment_coverage
XP6	TP3	0.8423326002784133	float	ANI_alignment_coverage
XP6	XP9	0.9904333833067752	float	ANI_alignment_coverage
XP6	PD	0.8391063491507967	float	ANI_alignment_coverage
XP6	SP4	0.276734065340692	float	ANI_alignment_coverage
XP6	XP7	0.9911701285000754	float	ANI_alignment_coverage
XP6	PB	0.3169386398033822	float	ANI_alignment_coverage
XP6	UP4	0.2886755514161007	float	ANI_alignment_coverage
XP6	UP3	0.2953201859612007	float	ANI_alignment_coverage
XP6	TP2	0.8437757351917073	float	ANI_alignment_coverage
XP6	TP10	0.8448617468896353	float	ANI_alignment_coverage
XP6	XP3	0.9919818695686023	float	ANI_alignment_coverage
XP6	RP3	0.2815148738247968	float	ANI_alignment_coverage
XP6	OP2	0.32983935883526405	float	ANI_alignment_coverage
XP6	NP5	0.3163447438962286	float	ANI_alignment_coverage
XP6	XP8	0.9920740073581668	float	ANI_alignment_coverage
XP6	OP6	0.3346673075837972	float	ANI_alignment_coverage
XP6	TP6	0.8437625216327388	float	ANI_alignment_coverage
XP6	TP4	0.8438789438009481	float	ANI_alignment_coverage
XP6	TP7	0.8421361825099619	float	ANI_alignment_coverage
XP6	XP10	0.9912158402716422	float	ANI_alignment_coverage
TP13	XP2	0.6108403748766379	float	ANI_alignment_coverage
TP13	SP7	0.21056890112819057	float	ANI_alignment_coverage
TP13	NP8	0.23811736351446333	float	ANI_alignment_coverage
TP13	TP5	0.8806884195555775	float	ANI_alignment_coverage
TP13	TP16	0.9899648360197708	float	ANI_alignment_coverage
TP13	TP15	0.865533279203238	float	ANI_alignment_coverage
TP13	XP5	0.6118872159327716	float	ANI_alignment_coverage
TP13	SP6	0.25826898952695854	float	ANI_alignment_coverage
TP13	SP1	0.25937448867127083	float	ANI_alignment_coverage
TP13	UP1	0.2281907684518278	float	ANI_alignment_coverage
TP13	OP4	0.25132212243486635	float	ANI_alignment_coverage
TP13	TP1	0.98296908718753	float	ANI_alignment_coverage
TP13	NP2	0.2351908909134505	float	ANI_alignment_coverage
TP13	OP7	0.2536072151506638	float	ANI_alignment_coverage
TP13	XP11	0.6106914142053425	float	ANI_alignment_coverage
TP13	TP12	0.9751958614146067	float	ANI_alignment_coverage
TP13	TP9	0.9555963417934762	float	ANI_alignment_coverage
TP13	TP14	0.9935795120676153	float	ANI_alignment_coverage
TP13	NP1	0.2359727414835145	float	ANI_alignment_coverage
TP13	XP1	0.6114977056454808	float	ANI_alignment_coverage
TP13	NP4	0.23773557139666965	float	ANI_alignment_coverage
TP13	OP8	0.251237479842714	float	ANI_alignment_coverage
TP13	TP18	0.9866735512738581	float	ANI_alignment_coverage
TP13	UP2	0.23046840027044466	float	ANI_alignment_coverage
TP13	SP2	0.21153650231081994	float	ANI_alignment_coverage
TP13	TP8	0.9406027684559441	float	ANI_alignment_coverage
TP13	SP3	0.21020537534487355	float	ANI_alignment_coverage
TP13	TP17	0.9659209371298495	float	ANI_alignment_coverage
TP13	OP1	0.253489127157357	float	ANI_alignment_coverage
TP13	SP8	0.23805741906470193	float	ANI_alignment_coverage
TP13	OP3	0.25418427695673607	float	ANI_alignment_coverage
TP13	OP5	0.25300159611745204	float	ANI_alignment_coverage
TP13	XP6	0.6087441200412047	float	ANI_alignment_coverage
TP13	TP13	1.0	float	ANI_alignment_coverage
TP13	TP11	0.8799575089041949	float	ANI_alignment_coverage
TP13	XP4	0.6128483853074868	float	ANI_alignment_coverage
TP13	XP12	0.6123279234110605	float	ANI_alignment_coverage
TP13	VM	0.0017026281910771787	float	ANI_alignment_coverage
TP13	RP1	0.2100126783797607	float	ANI_alignment_coverage
TP13	SP5	0.25857540085599645	float	ANI_alignment_coverage
TP13	TP3	0.8676629794398255	float	ANI_alignment_coverage
TP13	XP9	0.6089944460052298	float	ANI_alignment_coverage
TP13	PD	0.6247716708190418	float	ANI_alignment_coverage
TP13	SP4	0.21238575822782596	float	ANI_alignment_coverage
TP13	XP7	0.6113603222284311	float	ANI_alignment_coverage
TP13	PB	0.23581271810260637	float	ANI_alignment_coverage
TP13	UP4	0.2313464706869068	float	ANI_alignment_coverage
TP13	UP3	0.23515230006596463	float	ANI_alignment_coverage
TP13	TP2	0.9552991922678349	float	ANI_alignment_coverage
TP13	TP10	0.9872423803658	float	ANI_alignment_coverage
TP13	XP3	0.6108414039659043	float	ANI_alignment_coverage
TP13	RP3	0.20970575250608964	float	ANI_alignment_coverage
TP13	OP2	0.25027399501714975	float	ANI_alignment_coverage
TP13	NP5	0.23843946845481218	float	ANI_alignment_coverage
TP13	XP8	0.6120341184255346	float	ANI_alignment_coverage
TP13	OP6	0.2576047124055682	float	ANI_alignment_coverage
TP13	TP6	0.9937055755027359	float	ANI_alignment_coverage
TP13	TP4	0.8177596109219302	float	ANI_alignment_coverage
TP13	TP7	0.7714655157332313	float	ANI_alignment_coverage
TP13	XP10	0.611850940536135	float	ANI_alignment_coverage
TP11	XP2	0.48391790629407644	float	ANI_alignment_coverage
TP11	SP7	0.16881937288805288	float	ANI_alignment_coverage
TP11	NP8	0.19221649499249108	float	ANI_alignment_coverage
TP11	TP5	0.7470250777090519	float	ANI_alignment_coverage
TP11	TP16	0.9808329904742954	float	ANI_alignment_coverage
TP11	TP15	0.7234252983893033	float	ANI_alignment_coverage
TP11	XP5	0.48471426352043717	float	ANI_alignment_coverage
TP11	SP6	0.20926681718484255	float	ANI_alignment_coverage
TP11	SP1	0.20970128652672038	float	ANI_alignment_coverage
TP11	UP1	0.18265490738320603	float	ANI_alignment_coverage
TP11	OP4	0.20375694671827835	float	ANI_alignment_coverage
TP11	TP1	0.9592130946735404	float	ANI_alignment_coverage
TP11	NP2	0.18802450806693968	float	ANI_alignment_coverage
TP11	OP7	0.2070204618545704	float	ANI_alignment_coverage
TP11	XP11	0.48310116101788564	float	ANI_alignment_coverage
TP11	TP12	0.9438621164345216	float	ANI_alignment_coverage
TP11	TP9	0.8976275241934794	float	ANI_alignment_coverage
TP11	TP14	0.9874419807071962	float	ANI_alignment_coverage
TP11	NP1	0.18918275317778338	float	ANI_alignment_coverage
TP11	XP1	0.48418600914934123	float	ANI_alignment_coverage
TP11	NP4	0.19227215436852704	float	ANI_alignment_coverage
TP11	OP8	0.20428255064289638	float	ANI_alignment_coverage
TP11	TP18	0.9710296005940262	float	ANI_alignment_coverage
TP11	UP2	0.18592311177095902	float	ANI_alignment_coverage
TP11	SP2	0.16952398389017856	float	ANI_alignment_coverage
TP11	TP8	0.8717815934239569	float	ANI_alignment_coverage
TP11	SP3	0.16853761003940196	float	ANI_alignment_coverage
TP11	TP17	0.9233113699668531	float	ANI_alignment_coverage
TP11	OP1	0.2064394024344147	float	ANI_alignment_coverage
TP11	SP8	0.19074814764373269	float	ANI_alignment_coverage
TP11	OP3	0.2066135163799631	float	ANI_alignment_coverage
TP11	OP5	0.20490132795523763	float	ANI_alignment_coverage
TP11	XP6	0.48228625066617953	float	ANI_alignment_coverage
TP11	TP13	0.6207951176329312	float	ANI_alignment_coverage
TP11	TP11	1.0	float	ANI_alignment_coverage
TP11	XP4	0.4878142664970925	float	ANI_alignment_coverage
TP11	XP12	0.48475116589062955	float	ANI_alignment_coverage
TP11	VM	0.001603723999629753	float	ANI_alignment_coverage
TP11	RP1	0.16931296757443778	float	ANI_alignment_coverage
TP11	SP5	0.2092191091482403	float	ANI_alignment_coverage
TP11	TP3	0.7225714468624218	float	ANI_alignment_coverage
TP11	XP9	0.4822454745665195	float	ANI_alignment_coverage
TP11	PD	0.4954239022156509	float	ANI_alignment_coverage
TP11	SP4	0.17240705801664236	float	ANI_alignment_coverage
TP11	XP7	0.48394502240035037	float	ANI_alignment_coverage
TP11	PB	0.19135081839670823	float	ANI_alignment_coverage
TP11	UP4	0.18682507909543933	float	ANI_alignment_coverage
TP11	UP3	0.1875537479963644	float	ANI_alignment_coverage
TP11	TP2	0.899854510876413	float	ANI_alignment_coverage
TP11	TP10	0.9690213776857688	float	ANI_alignment_coverage
TP11	XP3	0.4835533679631156	float	ANI_alignment_coverage
TP11	RP3	0.16909359215826672	float	ANI_alignment_coverage
TP11	OP2	0.2024272381083641	float	ANI_alignment_coverage
TP11	NP5	0.19221873767797237	float	ANI_alignment_coverage
TP11	XP8	0.48412301007536646	float	ANI_alignment_coverage
TP11	OP6	0.2100660287381795	float	ANI_alignment_coverage
TP11	TP6	0.9885790222462167	float	ANI_alignment_coverage
TP11	TP4	0.6569196837242606	float	ANI_alignment_coverage
TP11	TP7	0.6056502625776937	float	ANI_alignment_coverage
TP11	XP10	0.48427082343663413	float	ANI_alignment_coverage
XP4	XP2	0.46274991474123967	float	ANI_alignment_coverage
XP4	SP7	0.1301593206475403	float	ANI_alignment_coverage
XP4	NP8	0.4960834256969904	float	ANI_alignment_coverage
XP4	TP5	0.39165393335962145	float	ANI_alignment_coverage
XP4	TP16	0.39773245001705176	float	ANI_alignment_coverage
XP4	TP15	0.3911948349177253	float	ANI_alignment_coverage
XP4	XP5	0.4628478290988149	float	ANI_alignment_coverage
XP4	SP6	0.5340753620832978	float	ANI_alignment_coverage
XP4	SP1	0.4570803736998039	float	ANI_alignment_coverage
XP4	UP1	0.13659219402762385	float	ANI_alignment_coverage
XP4	OP4	0.4515676954557081	float	ANI_alignment_coverage
XP4	TP1	0.3962247687356126	float	ANI_alignment_coverage
XP4	NP2	0.14778390501108363	float	ANI_alignment_coverage
XP4	OP7	0.5165701732884304	float	ANI_alignment_coverage
XP4	XP11	0.4608485777773041	float	ANI_alignment_coverage
XP4	TP12	0.7657805306292097	float	ANI_alignment_coverage
XP4	TP9	0.3933437886328758	float	ANI_alignment_coverage
XP4	TP14	0.39760822533890355	float	ANI_alignment_coverage
XP4	NP1	0.15002760918449995	float	ANI_alignment_coverage
XP4	XP1	0.46200040364694345	float	ANI_alignment_coverage
XP4	NP4	0.531714260593401	float	ANI_alignment_coverage
XP4	OP8	0.4510489824899821	float	ANI_alignment_coverage
XP4	TP18	0.40536444123539944	float	ANI_alignment_coverage
XP4	UP2	0.4467717236657004	float	ANI_alignment_coverage
XP4	SP2	0.13022925947437974	float	ANI_alignment_coverage
XP4	TP8	0.7656769545570807	float	ANI_alignment_coverage
XP4	SP3	0.1298224486315969	float	ANI_alignment_coverage
XP4	TP17	0.393202245769034	float	ANI_alignment_coverage
XP4	OP1	0.4682870715747293	float	ANI_alignment_coverage
XP4	SP8	0.1413250543524597	float	ANI_alignment_coverage
XP4	OP3	0.4725072136904254	float	ANI_alignment_coverage
XP4	OP5	0.3479791342505755	float	ANI_alignment_coverage
XP4	XP6	0.4605888049919004	float	ANI_alignment_coverage
XP4	TP13	0.3885896136179555	float	ANI_alignment_coverage
XP4	TP11	0.39139432709523403	float	ANI_alignment_coverage
XP4	XP4	1.0	float	ANI_alignment_coverage
XP4	XP12	0.4621562673181857	float	ANI_alignment_coverage
XP4	VM	0.0026175438549748487	float	ANI_alignment_coverage
XP4	RP1	0.13325328113010487	float	ANI_alignment_coverage
XP4	SP5	0.5496630613756501	float	ANI_alignment_coverage
XP4	TP3	0.3900286882406855	float	ANI_alignment_coverage
XP4	XP9	0.46074650039432175	float	ANI_alignment_coverage
XP4	PD	0.38805308290348706	float	ANI_alignment_coverage
XP4	SP4	0.5145376177636627	float	ANI_alignment_coverage
XP4	XP7	0.46181273446159093	float	ANI_alignment_coverage
XP4	PB	0.15011286794483758	float	ANI_alignment_coverage
XP4	UP4	0.44708794707562455	float	ANI_alignment_coverage
XP4	UP3	0.1400999592356552	float	ANI_alignment_coverage
XP4	TP2	0.3937632550728962	float	ANI_alignment_coverage
XP4	TP10	0.3961967932048768	float	ANI_alignment_coverage
XP4	XP3	0.47029531503111943	float	ANI_alignment_coverage
XP4	RP3	0.13324262378506266	float	ANI_alignment_coverage
XP4	OP2	0.1544410822001023	float	ANI_alignment_coverage
XP4	NP5	0.4612280791734163	float	ANI_alignment_coverage
XP4	XP8	0.46272776744607386	float	ANI_alignment_coverage
XP4	OP6	0.4596159892147668	float	ANI_alignment_coverage
XP4	TP6	0.39713047654318356	float	ANI_alignment_coverage
XP4	TP4	0.3907030983566374	float	ANI_alignment_coverage
XP4	TP7	0.3891259778114076	float	ANI_alignment_coverage
XP4	XP10	0.46180707274703725	float	ANI_alignment_coverage
XP12	XP2	0.9952578567398953	float	ANI_alignment_coverage
XP12	SP7	0.281230480331014	float	ANI_alignment_coverage
XP12	NP8	0.3177732807660585	float	ANI_alignment_coverage
XP12	TP5	0.838920856393919	float	ANI_alignment_coverage
XP12	TP16	0.8393712375978661	float	ANI_alignment_coverage
XP12	TP15	0.8401467141073001	float	ANI_alignment_coverage
XP12	XP5	0.9943063319421078	float	ANI_alignment_coverage
XP12	SP6	0.3211491597024388	float	ANI_alignment_coverage
XP12	SP1	0.3207455807019394	float	ANI_alignment_coverage
XP12	UP1	0.2908461730378266	float	ANI_alignment_coverage
XP12	OP4	0.32920057876324815	float	ANI_alignment_coverage
XP12	TP1	0.83897377888551	float	ANI_alignment_coverage
XP12	NP2	0.31689771954463614	float	ANI_alignment_coverage
XP12	OP7	0.33249473385206973	float	ANI_alignment_coverage
XP12	XP11	0.9935355356530186	float	ANI_alignment_coverage
XP12	TP12	0.8384287132238186	float	ANI_alignment_coverage
XP12	TP9	0.839765456157676	float	ANI_alignment_coverage
XP12	TP14	0.8399184633612551	float	ANI_alignment_coverage
XP12	NP1	0.3170554069685601	float	ANI_alignment_coverage
XP12	XP1	0.9951779329770846	float	ANI_alignment_coverage
XP12	NP4	0.3174838271385817	float	ANI_alignment_coverage
XP12	OP8	0.32822133266034165	float	ANI_alignment_coverage
XP12	TP18	0.839192309173916	float	ANI_alignment_coverage
XP12	UP2	0.2906136020883863	float	ANI_alignment_coverage
XP12	SP2	0.2813942880430811	float	ANI_alignment_coverage
XP12	TP8	0.839890742056136	float	ANI_alignment_coverage
XP12	SP3	0.2808524625339361	float	ANI_alignment_coverage
XP12	TP17	0.8351460786773841	float	ANI_alignment_coverage
XP12	OP1	0.33111730900290787	float	ANI_alignment_coverage
XP12	SP8	0.30531597427606894	float	ANI_alignment_coverage
XP12	OP3	0.3340640477353674	float	ANI_alignment_coverage
XP12	OP5	0.33285691090336533	float	ANI_alignment_coverage
XP12	XP6	0.9909902158193608	float	ANI_alignment_coverage
XP12	TP13	0.8354088910505907	float	ANI_alignment_coverage
XP12	TP11	0.84105143670164	float	ANI_alignment_coverage
XP12	XP4	0.993581617822567	float	ANI_alignment_coverage
XP12	XP12	1.0	float	ANI_alignment_coverage
XP12	VM	0.0016085557308038062	float	ANI_alignment_coverage
XP12	RP1	0.2861040297777219	float	ANI_alignment_coverage
XP12	SP5	0.32113403899055565	float	ANI_alignment_coverage
XP12	TP3	0.8355838592880953	float	ANI_alignment_coverage
XP12	XP9	0.9911731044297566	float	ANI_alignment_coverage
XP12	PD	0.8388891749023544	float	ANI_alignment_coverage
XP12	SP4	0.28157321646703126	float	ANI_alignment_coverage
XP12	XP7	0.9940136381620847	float	ANI_alignment_coverage
XP12	PB	0.3210915569905031	float	ANI_alignment_coverage
XP12	UP4	0.2919363043612093	float	ANI_alignment_coverage
XP12	UP3	0.2992205273024254	float	ANI_alignment_coverage
XP12	TP2	0.8382667055964995	float	ANI_alignment_coverage
XP12	TP10	0.8387746895123822	float	ANI_alignment_coverage
XP12	XP3	0.9920983479902233	float	ANI_alignment_coverage
XP12	RP3	0.28564320808223653	float	ANI_alignment_coverage
XP12	OP2	0.3312469151047631	float	ANI_alignment_coverage
XP12	NP5	0.3177732807660585	float	ANI_alignment_coverage
XP12	XP8	0.9944218973829287	float	ANI_alignment_coverage
XP12	OP6	0.336744733942074	float	ANI_alignment_coverage
XP12	TP6	0.8388538932412938	float	ANI_alignment_coverage
XP12	TP4	0.8385248377493613	float	ANI_alignment_coverage
XP12	TP7	0.8374105852903555	float	ANI_alignment_coverage
XP12	XP10	0.9942361286369362	float	ANI_alignment_coverage
VM	XP2	0.002818404352010982	float	ANI_alignment_coverage
VM	SP7	0.0017609664939124932	float	ANI_alignment_coverage
VM	NP8	0.0028473605611069853	float	ANI_alignment_coverage
VM	TP5	0.002807679830123573	float	ANI_alignment_coverage
VM	TP16	0.0038484946792965787	float	ANI_alignment_coverage
VM	TP15	0.0033052976456993326	float	ANI_alignment_coverage
VM	XP5	0.002818404352010982	float	ANI_alignment_coverage
VM	SP6	0.0030275325288154496	float	ANI_alignment_coverage
VM	SP1	0.0030849087209130857	float	ANI_alignment_coverage
VM	UP1	0.0017609664939124932	float	ANI_alignment_coverage
VM	OP4	0.0041364480919735	float	ANI_alignment_coverage
VM	TP1	0.0038484946792965787	float	ANI_alignment_coverage
VM	NP2	0.0018124441989720546	float	ANI_alignment_coverage
VM	OP7	0.002896693361789065	float	ANI_alignment_coverage
VM	XP11	0.002818404352010982	float	ANI_alignment_coverage
VM	TP12	0.005556374789866399	float	ANI_alignment_coverage
VM	TP9	0.0038484946792965787	float	ANI_alignment_coverage
VM	TP14	0.0038484946792965787	float	ANI_alignment_coverage
VM	NP1	0.01717103199392992	float	ANI_alignment_coverage
VM	XP1	0.002818404352010982	float	ANI_alignment_coverage
VM	NP4	0.0034709915088597955	float	ANI_alignment_coverage
VM	OP8	0.07738493258297428	float	ANI_alignment_coverage
VM	TP18	0.005984283213174003	float	ANI_alignment_coverage
VM	UP2	0.0027143764897031184	float	ANI_alignment_coverage
VM	SP2	0.0017609664939124932	float	ANI_alignment_coverage
VM	TP8	0.005490955206353207	float	ANI_alignment_coverage
VM	SP3	0.0017609664939124932	float	ANI_alignment_coverage
VM	TP17	0.0038484946792965787	float	ANI_alignment_coverage
VM	OP1	0.0041364480919735	float	ANI_alignment_coverage
VM	SP8	0.0018033283553677572	float	ANI_alignment_coverage
VM	OP3	0.0033535579941926714	float	ANI_alignment_coverage
VM	OP5	0.002061253106759934	float	ANI_alignment_coverage
VM	XP6	0.002818404352010982	float	ANI_alignment_coverage
VM	TP13	0.002807679830123573	float	ANI_alignment_coverage
VM	TP11	0.002807679830123573	float	ANI_alignment_coverage
VM	XP4	0.004548805958544361	float	ANI_alignment_coverage
VM	XP12	0.002818404352010982	float	ANI_alignment_coverage
VM	VM	1.0	float	ANI_alignment_coverage
VM	RP1	0.0017609664939124932	float	ANI_alignment_coverage
VM	SP5	0.0030237789461548567	float	ANI_alignment_coverage
VM	TP3	0.002807679830123573	float	ANI_alignment_coverage
VM	XP9	0.002818404352010982	float	ANI_alignment_coverage
VM	PD	0.0028253752912377975	float	ANI_alignment_coverage
VM	SP4	0.0030275325288154496	float	ANI_alignment_coverage
VM	XP7	0.002818404352010982	float	ANI_alignment_coverage
VM	PB	0.0022945114578110716	float	ANI_alignment_coverage
VM	UP4	0.0027143764897031184	float	ANI_alignment_coverage
VM	UP3	0.0017609664939124932	float	ANI_alignment_coverage
VM	TP2	0.0038484946792965787	float	ANI_alignment_coverage
VM	TP10	0.0038484946792965787	float	ANI_alignment_coverage
VM	XP3	0.0058604149853744335	float	ANI_alignment_coverage
VM	RP3	0.0017609664939124932	float	ANI_alignment_coverage
VM	OP2	0.0018156615555382772	float	ANI_alignment_coverage
VM	NP5	0.004618515350812516	float	ANI_alignment_coverage
VM	XP8	0.002818404352010982	float	ANI_alignment_coverage
VM	OP6	0.0041364480919735	float	ANI_alignment_coverage
VM	TP6	0.0038484946792965787	float	ANI_alignment_coverage
VM	TP4	0.002807679830123573	float	ANI_alignment_coverage
VM	TP7	0.002807679830123573	float	ANI_alignment_coverage
VM	XP10	0.002818404352010982	float	ANI_alignment_coverage
RP1	XP2	0.3322423523301403	float	ANI_alignment_coverage
RP1	SP7	0.8684429768537775	float	ANI_alignment_coverage
RP1	NP8	0.8843216697878773	float	ANI_alignment_coverage
RP1	TP5	0.3279200913772245	float	ANI_alignment_coverage
RP1	TP16	0.32686908439092055	float	ANI_alignment_coverage
RP1	TP15	0.32713215283305286	float	ANI_alignment_coverage
RP1	XP5	0.3325193553767516	float	ANI_alignment_coverage
RP1	SP6	0.8780181614345042	float	ANI_alignment_coverage
RP1	SP1	0.8765301145804523	float	ANI_alignment_coverage
RP1	UP1	0.8518320837934216	float	ANI_alignment_coverage
RP1	OP4	0.8736705648370813	float	ANI_alignment_coverage
RP1	TP1	0.32713215283305286	float	ANI_alignment_coverage
RP1	NP2	0.8826279819525759	float	ANI_alignment_coverage
RP1	OP7	0.8780418080360441	float	ANI_alignment_coverage
RP1	XP11	0.33034344577433117	float	ANI_alignment_coverage
RP1	TP12	0.3267445174720938	float	ANI_alignment_coverage
RP1	TP9	0.3274826292487348	float	ANI_alignment_coverage
RP1	TP14	0.32760592938533617	float	ANI_alignment_coverage
RP1	NP1	0.8845784043188829	float	ANI_alignment_coverage
RP1	XP1	0.332414212452047	float	ANI_alignment_coverage
RP1	NP4	0.8848908772678041	float	ANI_alignment_coverage
RP1	OP8	0.8727344127725429	float	ANI_alignment_coverage
RP1	TP18	0.32646666990399903	float	ANI_alignment_coverage
RP1	UP2	0.8536777854957658	float	ANI_alignment_coverage
RP1	SP2	0.868794297790943	float	ANI_alignment_coverage
RP1	TP8	0.3263830622771255	float	ANI_alignment_coverage
RP1	SP3	0.8669891331198102	float	ANI_alignment_coverage
RP1	TP17	0.32661488342436573	float	ANI_alignment_coverage
RP1	OP1	0.874849939088888	float	ANI_alignment_coverage
RP1	SP8	0.9149984904178481	float	ANI_alignment_coverage
RP1	OP3	0.8785620332699239	float	ANI_alignment_coverage
RP1	OP5	0.8779484884121096	float	ANI_alignment_coverage
RP1	XP6	0.3331248772804719	float	ANI_alignment_coverage
RP1	TP13	0.3268302364026763	float	ANI_alignment_coverage
RP1	TP11	0.3272068929843489	float	ANI_alignment_coverage
RP1	XP4	0.33192523451305944	float	ANI_alignment_coverage
RP1	XP12	0.33319243899915757	float	ANI_alignment_coverage
RP1	VM	0.0027054245726193466	float	ANI_alignment_coverage
RP1	RP1	1.0	float	ANI_alignment_coverage
RP1	SP5	0.8771533714353276	float	ANI_alignment_coverage
RP1	TP3	0.3268036339759438	float	ANI_alignment_coverage
RP1	XP9	0.33180151211571635	float	ANI_alignment_coverage
RP1	PD	0.33509472364090104	float	ANI_alignment_coverage
RP1	SP4	0.8685996355889798	float	ANI_alignment_coverage
RP1	XP7	0.3330619604299459	float	ANI_alignment_coverage
RP1	PB	0.8427775467073163	float	ANI_alignment_coverage
RP1	UP4	0.8535962891726012	float	ANI_alignment_coverage
RP1	UP3	0.8553693620273582	float	ANI_alignment_coverage
RP1	TP2	0.3267145369594271	float	ANI_alignment_coverage
RP1	TP10	0.3259684022286922	float	ANI_alignment_coverage
RP1	XP3	0.3334267937108485	float	ANI_alignment_coverage
RP1	RP3	0.9968414896514449	float	ANI_alignment_coverage
RP1	OP2	0.8768962146435803	float	ANI_alignment_coverage
RP1	NP5	0.885276823585796	float	ANI_alignment_coverage
RP1	XP8	0.3332101739503126	float	ANI_alignment_coverage
RP1	OP6	0.879752386301017	float	ANI_alignment_coverage
RP1	TP6	0.3270088526964515	float	ANI_alignment_coverage
RP1	TP4	0.32728712252528813	float	ANI_alignment_coverage
RP1	TP7	0.32646666990399903	float	ANI_alignment_coverage
RP1	XP10	0.33356233940896163	float	ANI_alignment_coverage
SP5	XP2	0.15363051096915437	float	ANI_alignment_coverage
SP5	SP7	0.3601841937857744	float	ANI_alignment_coverage
SP5	NP8	0.7184088901157694	float	ANI_alignment_coverage
SP5	TP5	0.16445822483298747	float	ANI_alignment_coverage
SP5	TP16	0.16879214602125162	float	ANI_alignment_coverage
SP5	TP15	0.16375529291506122	float	ANI_alignment_coverage
SP5	XP5	0.15346891349786437	float	ANI_alignment_coverage
SP5	SP6	0.8746442634947554	float	ANI_alignment_coverage
SP5	SP1	0.8398951700463201	float	ANI_alignment_coverage
SP5	UP1	0.3634462078573952	float	ANI_alignment_coverage
SP5	OP4	0.7323653770072421	float	ANI_alignment_coverage
SP5	TP1	0.16869819400305977	float	ANI_alignment_coverage
SP5	NP2	0.3730194060455903	float	ANI_alignment_coverage
SP5	OP7	0.7616362136858368	float	ANI_alignment_coverage
SP5	XP11	0.15283294374563122	float	ANI_alignment_coverage
SP5	TP12	0.5356103772224777	float	ANI_alignment_coverage
SP5	TP9	0.1666300538498804	float	ANI_alignment_coverage
SP5	TP14	0.16935261251522876	float	ANI_alignment_coverage
SP5	NP1	0.376668160788459	float	ANI_alignment_coverage
SP5	XP1	0.1535288719676559	float	ANI_alignment_coverage
